Feature;Filter Size;Filter Bit;PCA;SVM Kernel;SVM C;Acc
MTCD-BSIF;17x17;6;0,8;linear;10;99,844 ± 0,173
MTCD-BSIF;17x17;10;0,6;linear;100;99,844 ± 0,173
MTCD-BSIF;17x17;10;N/A;poly;1;99,844 ± 0,09
MTCD-BSIF;17x17;10;0,6;linear;1;99,844 ± 0,173
MTCD-BSIF;17x17;10;N/A;poly;100;99,844 ± 0,09
MTCD-BSIF;17x17;10;0,6;linear;10;99,844 ± 0,173
MTCD-BSIF;17x17;10;N/A;poly;10;99,844 ± 0,09
MTCD-BSIF;17x17;8;N/A;poly;10;99,792 ± 0,255
MTCD-BSIF;17x17;8;N/A;poly;1;99,792 ± 0,255
MTCD-BSIF;17x17;8;N/A;poly;100;99,792 ± 0,255
MTCD-BSIF;17x17;7;0,8;rbf;10;99,792 ± 0,208
MTCD-BSIF;17x17;7;0,8;rbf;100;99,792 ± 0,208
MTCD-BSIF;17x17;6;0,4;linear;10;99,792 ± 0,255
MTCD-BSIF;17x17;6;0,4;linear;100;99,792 ± 0,255
MTCD-BSIF;17x17;12;0,6;linear;100;99,792 ± 0,255
MTCD-BSIF;17x17;12;0,8;linear;100;99,792 ± 0,255
MTCD-BSIF;17x17;12;0,6;linear;10;99,792 ± 0,255
MTCD-BSIF;17x17;12;N/A;linear;1;99,792 ± 0,255
MTCD-BSIF;17x17;12;0,8;linear;1;99,792 ± 0,255
MTCD-BSIF;17x17;12;0,8;linear;10;99,792 ± 0,255
MTCD-BSIF;17x17;12;N/A;linear;100;99,792 ± 0,255
MTCD-BSIF;17x17;12;N/A;linear;10;99,792 ± 0,255
MTCD-BSIF;17x17;6;N/A;poly;100;99,792 ± 0,147
MTCD-BSIF;17x17;6;N/A;poly;1;99,792 ± 0,147
MTCD-BSIF;17x17;6;N/A;poly;10;99,792 ± 0,147
MTCD-BSIF;17x17;7;0,2;linear;1;99,792 ± 0,147
MTCD-BSIF;17x17;12;N/A;poly;1;99,792 ± 0
MTCD-BSIF;17x17;12;N/A;poly;100;99,792 ± 0
MTCD-BSIF;17x17;12;N/A;poly;10;99,792 ± 0
MTCD-BSIF;17x17;10;0,4;linear;10;99,792 ± 0,147
MTCD-BSIF;17x17;10;0,8;linear;100;99,792 ± 0,147
MTCD-BSIF;17x17;10;0,4;linear;100;99,792 ± 0,147
MTCD-BSIF;17x17;10;N/A;rbf;10;99,792 ± 0,147
MTCD-BSIF;17x17;10;0,8;linear;1;99,792 ± 0,147
MTCD-BSIF;17x17;10;0,4;linear;1;99,792 ± 0,147
MTCD-BSIF;17x17;10;0,8;linear;10;99,792 ± 0,147
MTCD-BSIF;17x17;10;N/A;linear;100;99,792 ± 0,147
MTCD-BSIF;17x17;10;N/A;linear;1;99,792 ± 0,147
MTCD-BSIF;17x17;10;N/A;linear;10;99,792 ± 0,147
MTCD-BSIF;17x17;10;N/A;rbf;100;99,792 ± 0,147
MTCD-BSIF;15x15;10;0,8;linear;10;99,74 ± 0,227
MTCD-BSIF;15x15;10;0,6;linear;10;99,74 ± 0,227
MTCD-BSIF;15x15;10;N/A;linear;100;99,74 ± 0,227
MTCD-BSIF;15x15;10;0,8;linear;100;99,74 ± 0,227
MTCD-BSIF;15x15;10;0,6;linear;100;99,74 ± 0,227
MTCD-BSIF;15x15;10;N/A;linear;10;99,74 ± 0,227
MTCD-BSIF;17x17;8;0,2;linear;100;99,74 ± 0,342
MTCD-BSIF;17x17;8;0,8;linear;1;99,74 ± 0,271
MTCD-BSIF;17x17;8;0,6;linear;100;99,74 ± 0,271
MTCD-BSIF;17x17;8;N/A;linear;10;99,74 ± 0,271
MTCD-BSIF;17x17;8;0,8;linear;10;99,74 ± 0,271
MTCD-BSIF;17x17;8;N/A;linear;100;99,74 ± 0,271
MTCD-BSIF;17x17;8;0,2;linear;10;99,74 ± 0,342
MTCD-BSIF;17x17;8;0,6;linear;1;99,74 ± 0,271
MTCD-BSIF;17x17;8;N/A;linear;1;99,74 ± 0,271
MTCD-BSIF;17x17;8;0,8;linear;100;99,74 ± 0,271
MTCD-BSIF;17x17;8;0,6;linear;10;99,74 ± 0,271
MTCD-BSIF;17x17;8;0,4;linear;10;99,74 ± 0,271
MTCD-BSIF;17x17;8;N/A;rbf;100;99,74 ± 0,271
MTCD-BSIF;17x17;8;0,4;linear;1;99,74 ± 0,271
MTCD-BSIF;17x17;8;N/A;rbf;10;99,74 ± 0,271
MTCD-BSIF;17x17;8;0,4;linear;100;99,74 ± 0,271
MTCD-BSIF;17x17;12;0,6;linear;1;99,74 ± 0,271
MTCD-BSIF;15x15;9;N/A;poly;1;99,74 ± 0,173
MTCD-BSIF;15x15;9;N/A;poly;10;99,74 ± 0,173
MTCD-BSIF;15x15;9;0,4;linear;10;99,74 ± 0,271
MTCD-BSIF;15x15;9;N/A;poly;100;99,74 ± 0,173
MTCD-BSIF;15x15;9;0,4;linear;1;99,74 ± 0,271
MTCD-BSIF;15x15;9;0,4;linear;100;99,74 ± 0,271
MTCD-BSIF;17x17;6;N/A;rbf;10;99,74 ± 0,173
MTCD-BSIF;17x17;6;N/A;rbf;100;99,74 ± 0,173
MTCD-BSIF;17x17;11;N/A;poly;100;99,74 ± 0,227
MTCD-BSIF;17x17;11;N/A;poly;1;99,74 ± 0,227
MTCD-BSIF;17x17;11;N/A;poly;10;99,74 ± 0,227
MTCD-BSIF;17x17;6;0,2;linear;1;99,688 ± 0,233
MTCD-BSIF;15x15;10;0,6;linear;1;99,688 ± 0,233
MTCD-BSIF;15x15;10;0,8;linear;1;99,688 ± 0,233
MTCD-BSIF;15x15;10;N/A;linear;1;99,688 ± 0,233
MTCD-BSIF;17x17;12;N/A;rbf;10;99,688 ± 0,345
MTCD-BSIF;17x17;12;N/A;rbf;100;99,688 ± 0,345
MTCD-BSIF;17x17;8;0,2;linear;1;99,688 ± 0,429
MTCD-BSIF;17x17;11;0,4;linear;1;99,688 ± 0,345
MTCD-BSIF;17x17;11;0,8;linear;1;99,688 ± 0,233
MTCD-BSIF;17x17;11;0,6;linear;1;99,688 ± 0,233
MTCD-BSIF;17x17;11;N/A;linear;1;99,688 ± 0,233
MTCD-BSIF;17x17;12;0,4;linear;10;99,688 ± 0,233
MTCD-BSIF;17x17;12;0,4;linear;100;99,688 ± 0,233
MTCD-BSIF;17x17;11;N/A;linear;100;99,688 ± 0,233
MTCD-BSIF;17x17;11;0,6;linear;100;99,688 ± 0,233
MTCD-BSIF;17x17;11;0,6;linear;10;99,688 ± 0,233
MTCD-BSIF;17x17;11;N/A;linear;10;99,688 ± 0,233
MTCD-BSIF;17x17;11;0,8;linear;100;99,688 ± 0,233
MTCD-BSIF;17x17;11;0,8;linear;10;99,688 ± 0,233
MTCD-BSIF;17x17;10;0,4;rbf;100;99,688 ± 0,233
MTCD-BSIF;17x17;10;0,4;rbf;10;99,688 ± 0,233
MTCD-BSIF;15x15;10;N/A;poly;100;99,688 ± 0,18
MTCD-BSIF;15x15;10;N/A;poly;10;99,688 ± 0,18
MTCD-BSIF;17x17;9;0,2;linear;1;99,688 ± 0,233
MTCD-BSIF;17x17;9;0,4;rbf;10;99,688 ± 0,18
MTCD-BSIF;17x17;9;0,4;rbf;100;99,688 ± 0,18
MTCD-BSIF;15x15;9;N/A;linear;10;99,688 ± 0,233
MTCD-BSIF;15x15;9;N/A;linear;1;99,688 ± 0,233
MTCD-BSIF;15x15;9;0,8;linear;1;99,688 ± 0,233
MTCD-BSIF;15x15;9;0,8;linear;10;99,688 ± 0,233
MTCD-BSIF;15x15;9;N/A;linear;100;99,688 ± 0,233
MTCD-BSIF;15x15;9;0,8;linear;100;99,688 ± 0,233
MTCD-BSIF;15x15;9;0,6;linear;100;99,688 ± 0,233
MTCD-BSIF;15x15;9;0,6;linear;10;99,688 ± 0,233
MTCD-BSIF;15x15;9;0,6;linear;1;99,688 ± 0,233
MTCD-BSIF;15x15;7;0,8;linear;10;99,635 ± 0,227
MTCD-BSIF;15x15;7;N/A;linear;10;99,635 ± 0,227
MTCD-BSIF;15x15;7;0,6;linear;10;99,635 ± 0,227
MTCD-BSIF;15x15;7;0,8;linear;100;99,635 ± 0,227
MTCD-BSIF;15x15;7;N/A;linear;100;99,635 ± 0,227
MTCD-BSIF;15x15;7;0,6;linear;100;99,635 ± 0,227
MTCD-BSIF;15x15;10;0,4;linear;10;99,635 ± 0,227
MTCD-BSIF;15x15;10;0,4;linear;100;99,635 ± 0,227
MTCD-BSIF;15x15;10;0,4;linear;1;99,635 ± 0,227
MTCD-BSIF;17x17;6;0,2;linear;100;99,635 ± 0,308
MTCD-BSIF;17x17;6;0,2;linear;10;99,635 ± 0,308
MTCD-BSIF;15x15;10;N/A;rbf;100;99,635 ± 0,271
MTCD-BSIF;15x15;10;N/A;rbf;10;99,635 ± 0,271
MTCD-BSIF;17x17;7;0,2;linear;10;99,635 ± 0,426
MTCD-BSIF;17x17;7;0,2;linear;100;99,635 ± 0,426
MTCD-BSIF;17x17;11;0,4;linear;100;99,635 ± 0,308
MTCD-BSIF;17x17;11;0,4;linear;10;99,635 ± 0,308
MTCD-BSIF;17x17;9;0,8;rbf;10;99,635 ± 0,173
MTCD-BSIF;17x17;9;0,6;rbf;100;99,635 ± 0,173
MTCD-BSIF;17x17;9;0,8;rbf;100;99,635 ± 0,173
MTCD-BSIF;17x17;9;0,6;rbf;10;99,635 ± 0,173
MTCD-BSIF;17x17;8;0,4;rbf;100;99,635 ± 0,308
MTCD-BSIF;17x17;8;0,8;rbf;100;99,635 ± 0,308
MTCD-BSIF;17x17;8;0,4;rbf;10;99,635 ± 0,308
MTCD-BSIF;17x17;8;0,6;rbf;100;99,635 ± 0,308
MTCD-BSIF;17x17;8;0,8;rbf;10;99,635 ± 0,308
MTCD-BSIF;17x17;8;0,6;rbf;10;99,635 ± 0,308
MTCD-BSIF;17x17;12;0,4;linear;1;99,635 ± 0,271
MTCD-BSIF;17x17;11;N/A;rbf;10;99,635 ± 0,271
MTCD-BSIF;17x17;11;N/A;rbf;100;99,635 ± 0,271
MTCD-BSIF;15x15;9;N/A;rbf;10;99,635 ± 0,308
MTCD-BSIF;15x15;9;N/A;rbf;100;99,635 ± 0,308
MTCD-BSIF;15x15;10;N/A;poly;1;99,635 ± 0,227
MTCD-BSIF;15x15;9;0,8;rbf;100;99,583 ± 0,39
MTCD-BSIF;15x15;9;0,8;rbf;10;99,583 ± 0,39
MTCD-BSIF;17x17;10;0,6;rbf;10;99,583 ± 0,295
MTCD-BSIF;17x17;10;0,8;rbf;10;99,583 ± 0,295
MTCD-BSIF;17x17;10;0,6;rbf;100;99,583 ± 0,295
MTCD-BSIF;17x17;10;0,8;rbf;100;99,583 ± 0,295
MTCD-BSIF;17x17;10;0,2;linear;1;99,583 ± 0,147
MTCD-BSIF;17x17;11;0,8;rbf;100;99,583 ± 0,329
MTCD-BSIF;17x17;11;0,6;rbf;10;99,583 ± 0,329
MTCD-BSIF;17x17;11;0,6;rbf;100;99,583 ± 0,329
MTCD-BSIF;17x17;11;0,8;rbf;10;99,583 ± 0,329
MTCD-BSIF;17x17;9;0,2;linear;100;99,583 ± 0,295
MTCD-BSIF;17x17;9;0,2;linear;10;99,583 ± 0,295
MTCD-BSIF;17x17;5;N/A;poly;1;99,531 ± 0,372
MTCD-BSIF;17x17;5;0,8;linear;1;99,531 ± 0,372
MTCD-BSIF;17x17;5;0,8;linear;10;99,531 ± 0,372
MTCD-BSIF;17x17;5;0,6;linear;1;99,531 ± 0,372
MTCD-BSIF;17x17;5;0,6;linear;10;99,531 ± 0,372
MTCD-BSIF;17x17;5;0,8;linear;100;99,531 ± 0,372
MTCD-BSIF;17x17;5;0,6;linear;100;99,531 ± 0,372
MTCD-BSIF;17x17;5;0,4;linear;100;99,531 ± 0,475
MTCD-BSIF;17x17;5;N/A;linear;10;99,531 ± 0,372
MTCD-BSIF;17x17;5;0,4;linear;1;99,531 ± 0,372
MTCD-BSIF;17x17;5;N/A;rbf;10;99,531 ± 0,372
MTCD-BSIF;17x17;5;0,4;linear;10;99,531 ± 0,475
MTCD-BSIF;17x17;5;N/A;linear;100;99,531 ± 0,372
MTCD-BSIF;17x17;5;N/A;poly;100;99,531 ± 0,372
MTCD-BSIF;17x17;5;N/A;poly;10;99,531 ± 0,372
MTCD-BSIF;17x17;5;N/A;rbf;100;99,531 ± 0,372
MTCD-BSIF;17x17;5;N/A;linear;1;99,531 ± 0,372
MTCD-BSIF;15x15;9;0,6;rbf;10;99,531 ± 0,372
MTCD-BSIF;15x15;9;0,6;rbf;100;99,531 ± 0,372
MTCD-BSIF;15x15;7;N/A;poly;10;99,531 ± 0,372
MTCD-BSIF;15x15;7;N/A;poly;100;99,531 ± 0,372
MTCD-BSIF;17x17;8;0,2;rbf;10;99,531 ± 0,475
MTCD-BSIF;17x17;8;0,2;rbf;100;99,531 ± 0,475
MTCD-BSIF;17x17;7;0,2;rbf;10;99,531 ± 0,518
MTCD-BSIF;17x17;7;0,2;rbf;100;99,531 ± 0,518
MTCD-BSIF;15x15;7;0,4;linear;10;99,531 ± 0,308
MTCD-BSIF;15x15;7;0,4;linear;100;99,531 ± 0,308
MTCD-BSIF;15x15;10;0,4;rbf;10;99,531 ± 0,173
MTCD-BSIF;15x15;10;0,4;rbf;100;99,531 ± 0,173
MTCD-BSIF;15x15;10;0,8;rbf;10;99,531 ± 0,227
MTCD-BSIF;15x15;10;0,6;rbf;10;99,531 ± 0,227
MTCD-BSIF;15x15;10;0,8;rbf;100;99,531 ± 0,227
MTCD-BSIF;15x15;10;0,6;rbf;100;99,531 ± 0,227
MTCD-BSIF;15x15;7;N/A;rbf;100;99,479 ± 0,454
MTCD-BSIF;15x15;9;0,4;rbf;100;99,479 ± 0,454
MTCD-BSIF;15x15;9;0,4;rbf;10;99,479 ± 0,454
MTCD-BSIF;17x17;12;0,8;rbf;100;99,479 ± 0,312
MTCD-BSIF;17x17;12;0,6;rbf;10;99,479 ± 0,312
MTCD-BSIF;17x17;12;0,8;rbf;10;99,479 ± 0,312
MTCD-BSIF;17x17;12;0,6;rbf;100;99,479 ± 0,312
MTCD-BSIF;17x17;11;0,4;rbf;10;99,479 ± 0,429
MTCD-BSIF;17x17;11;0,4;rbf;100;99,479 ± 0,429
MTCD-BSIF;17x17;10;0,2;rbf;10;99,479 ± 0,312
MTCD-BSIF;17x17;10;0,2;rbf;100;99,479 ± 0,312
MTCD-BSIF;17x17;11;0,6;rbf;1;99,479 ± 0,477
MTCD-BSIF;17x17;11;0,8;rbf;1;99,479 ± 0,477
MTCD-BSIF;17x17;9;0,4;rbf;1;99,479 ± 0,312
MTCD-BSIF;17x17;9;0,6;rbf;1;99,479 ± 0,312
MTCD-BSIF;17x17;9;0,8;rbf;1;99,479 ± 0,312
MTCD-BSIF;15x15;7;0,6;linear;1;99,427 ± 0,648
MTCD-BSIF;15x15;7;0,8;linear;1;99,427 ± 0,648
MTCD-BSIF;15x15;7;N/A;linear;1;99,427 ± 0,648
MTCD-BSIF;15x15;8;0,8;linear;1;99,427 ± 0,308
MTCD-BSIF;15x15;8;N/A;linear;1;99,427 ± 0,308
MTCD-BSIF;15x15;8;0,4;linear;1;99,427 ± 0,451
MTCD-BSIF;15x15;8;0,6;linear;1;99,427 ± 0,451
MTCD-BSIF;17x17;5;0,2;linear;1;99,427 ± 0,475
MTCD-BSIF;15x15;8;N/A;rbf;100;99,427 ± 0,308
MTCD-BSIF;15x15;8;N/A;rbf;10;99,427 ± 0,308
MTCD-BSIF;17x17;11;0,4;rbf;1;99,427 ± 0,559
MTCD-BSIF;17x17;11;0,2;linear;1;99,427 ± 0,426
MTCD-BSIF;15x15;9;0,2;rbf;10;99,427 ± 0,451
MTCD-BSIF;15x15;9;0,2;rbf;100;99,427 ± 0,451
MTCD-BSIF;15x15;9;0,2;linear;10;99,427 ± 0,559
MTCD-BSIF;15x15;9;0,2;linear;100;99,427 ± 0,559
MTCD-BSIF;17x17;10;0,2;linear;10;99,427 ± 0,227
MTCD-BSIF;17x17;10;0,2;linear;100;99,427 ± 0,227
MTCD-BSIF;17x17;7;0,8;rbf;1;99,375 ± 0,846
MTCD-BSIF;17x17;7;0,6;rbf;1;99,375 ± 0,722
MTCD-BSIF;17x17;7;0,4;rbf;1;99,375 ± 0,722
MTCD-BSIF;15x15;7;N/A;rbf;10;99,375 ± 0,625
MTCD-BSIF;15x15;10;0,2;rbf;10;99,375 ± 0,255
MTCD-BSIF;15x15;10;0,2;rbf;100;99,375 ± 0,255
MTCD-BSIF;17x17;6;0,4;rbf;10;99,375 ± 0,361
MTCD-BSIF;17x17;6;0,4;rbf;100;99,375 ± 0,361
MTCD-BSIF;17x17;6;0,8;rbf;100;99,375 ± 0,361
MTCD-BSIF;17x17;6;0,8;rbf;10;99,375 ± 0,361
MTCD-BSIF;17x17;6;0,6;rbf;10;99,375 ± 0,361
MTCD-BSIF;17x17;6;0,6;rbf;100;99,375 ± 0,361
MTCD-BSIF;17x17;11;0,2;linear;100;99,375 ± 0,329
MTCD-BSIF;17x17;11;0,2;linear;10;99,375 ± 0,329
MTCD-BSIF;15x15;10;0,2;linear;1;99,375 ± 0,208
MTCD-BSIF;15x15;9;0,2;linear;1;99,375 ± 0,531
MTCD-BSIF;15x15;7;N/A;poly;1;99,323 ± 0,712
MTCD-BSIF;17x17;6;0,8;rbf;1;99,323 ± 0,4
MTCD-BSIF;17x17;5;0,2;linear;10;99,323 ± 0,648
MTCD-BSIF;17x17;5;0,2;linear;100;99,323 ± 0,648
MTCD-BSIF;17x17;8;0,4;rbf;1;99,323 ± 0,475
MTCD-BSIF;13x13;9;N/A;rbf;100;99,323 ± 0,578
MTCD-BSIF;13x13;9;N/A;rbf;10;99,323 ± 0,578
MTCD-BSIF;17x17;9;0,2;rbf;100;99,323 ± 0,342
MTCD-BSIF;17x17;9;0,2;rbf;10;99,323 ± 0,342
MTCD-BSIF;15x15;10;0,2;linear;100;99,323 ± 0,372
MTCD-BSIF;15x15;10;0,2;linear;10;99,323 ± 0,372
MTCD-BSIF;17x17;10;0,4;rbf;1;99,323 ± 0,173
MTCD-BSIF;13x13;9;0,8;linear;100;99,271 ± 0,561
MTCD-BSIF;13x13;9;0,6;linear;10;99,271 ± 0,561
MTCD-BSIF;13x13;9;0,8;linear;10;99,271 ± 0,561
MTCD-BSIF;13x13;9;0,6;linear;100;99,271 ± 0,561
MTCD-BSIF;13x13;9;N/A;linear;10;99,271 ± 0,561
MTCD-BSIF;13x13;9;N/A;linear;100;99,271 ± 0,561
MTCD-BSIF;17x17;8;0,6;rbf;1;99,271 ± 0,541
MTCD-BSIF;17x17;8;0,8;rbf;1;99,271 ± 0,541
MTCD-BSIF;17x17;6;0,6;rbf;1;99,271 ± 0,454
MTCD-BSIF;17x17;6;0,4;rbf;1;99,271 ± 0,454
MTCD-BSIF;15x15;11;0,8;linear;1;99,271 ± 0,312
MTCD-BSIF;15x15;11;0,6;linear;1;99,271 ± 0,312
MTCD-BSIF;15x15;11;N/A;rbf;10;99,271 ± 0,312
MTCD-BSIF;15x15;11;N/A;linear;100;99,271 ± 0,312
MTCD-BSIF;15x15;11;0,8;linear;100;99,271 ± 0,312
MTCD-BSIF;15x15;11;N/A;rbf;100;99,271 ± 0,312
MTCD-BSIF;15x15;11;0,6;linear;10;99,271 ± 0,312
MTCD-BSIF;15x15;11;0,6;linear;100;99,271 ± 0,312
MTCD-BSIF;15x15;11;N/A;linear;1;99,271 ± 0,312
MTCD-BSIF;15x15;11;0,8;linear;10;99,271 ± 0,312
MTCD-BSIF;15x15;11;N/A;linear;10;99,271 ± 0,312
MTCD-BSIF;15x15;11;0,4;linear;100;99,271 ± 0,312
MTCD-BSIF;15x15;11;0,4;linear;10;99,271 ± 0,312
MTCD-BSIF;15x15;11;0,4;linear;1;99,271 ± 0,312
MTCD-BSIF;17x17;12;0,4;rbf;10;99,271 ± 0,376
MTCD-BSIF;17x17;12;0,4;rbf;100;99,271 ± 0,376
MTCD-BSIF;15x15;11;N/A;poly;1;99,271 ± 0,312
MTCD-BSIF;15x15;11;N/A;poly;100;99,271 ± 0,312
MTCD-BSIF;15x15;11;N/A;poly;10;99,271 ± 0,312
MTCD-BSIF;17x17;10;0,8;rbf;1;99,271 ± 0,233
MTCD-BSIF;17x17;10;0,6;rbf;1;99,271 ± 0,233
MTCD-BSIF;15x15;10;0,4;rbf;1;99,219 ± 0,757
MTCD-BSIF;15x15;7;0,4;linear;1;99,219 ± 0,757
MTCD-BSIF;13x13;9;0,8;linear;1;99,219 ± 0,518
MTCD-BSIF;13x13;9;N/A;linear;1;99,219 ± 0,518
MTCD-BSIF;15x15;5;N/A;rbf;10;99,219 ± 0,475
MTCD-BSIF;15x15;5;N/A;rbf;100;99,219 ± 0,475
MTCD-BSIF;15x15;8;0,6;linear;10;99,219 ± 0,426
MTCD-BSIF;15x15;8;0,8;linear;100;99,219 ± 0,308
MTCD-BSIF;15x15;8;N/A;linear;100;99,219 ± 0,308
MTCD-BSIF;15x15;8;N/A;linear;10;99,219 ± 0,308
MTCD-BSIF;15x15;8;0,6;linear;100;99,219 ± 0,426
MTCD-BSIF;15x15;8;0,8;linear;10;99,219 ± 0,308
MTCD-BSIF;17x17;11;0,2;rbf;10;99,219 ± 0,578
MTCD-BSIF;17x17;11;0,2;rbf;100;99,219 ± 0,578
MTCD-BSIF;15x15;11;0,6;rbf;100;99,219 ± 0,342
MTCD-BSIF;15x15;11;0,4;rbf;10;99,219 ± 0,342
MTCD-BSIF;15x15;11;0,6;rbf;10;99,219 ± 0,342
MTCD-BSIF;15x15;11;0,4;rbf;100;99,219 ± 0,342
MTCD-BSIF;15x15;11;0,8;rbf;10;99,219 ± 0,342
MTCD-BSIF;15x15;11;0,8;rbf;100;99,219 ± 0,342
MTCD-BSIF;15x15;8;0,6;rbf;100;99,219 ± 0,4
MTCD-BSIF;15x15;8;0,6;rbf;10;99,219 ± 0,4
MTCD-BSIF;15x15;8;0,8;rbf;100;99,219 ± 0,4
MTCD-BSIF;15x15;8;0,8;rbf;10;99,219 ± 0,4
MTCD-BSIF;15x15;8;N/A;poly;1;99,219 ± 0,227
MTCD-BSIF;15x15;10;0,6;rbf;1;99,167 ± 0,846
MTCD-BSIF;15x15;10;0,8;rbf;1;99,167 ± 0,846
MTCD-BSIF;15x15;5;N/A;poly;10;99,167 ± 0,589
MTCD-BSIF;15x15;5;N/A;poly;100;99,167 ± 0,589
MTCD-BSIF;13x13;9;0,6;linear;1;99,167 ± 0,489
MTCD-BSIF;15x15;6;N/A;poly;100;99,167 ± 0,531
MTCD-BSIF;15x15;6;N/A;poly;10;99,167 ± 0,531
MTCD-BSIF;17x17;5;0,8;rbf;10;99,167 ± 0,589
MTCD-BSIF;17x17;5;0,8;rbf;100;99,167 ± 0,589
MTCD-BSIF;13x13;10;0,6;linear;100;99,167 ± 0,896
MTCD-BSIF;13x13;10;0,6;linear;10;99,167 ± 0,896
MTCD-BSIF;13x13;7;N/A;poly;10;99,167 ± 0,642
MTCD-BSIF;13x13;7;N/A;poly;100;99,167 ± 0,642
MTCD-BSIF;17x17;12;0,2;linear;10;99,167 ± 0,417
MTCD-BSIF;17x17;12;0,2;linear;100;99,167 ± 0,417
MTCD-BSIF;15x15;12;N/A;poly;1;99,167 ± 0,737
MTCD-BSIF;15x15;12;N/A;poly;100;99,167 ± 0,737
MTCD-BSIF;15x15;12;N/A;poly;10;99,167 ± 0,737
MTCD-BSIF;13x13;9;0,4;linear;100;99,115 ± 0,697
MTCD-BSIF;13x13;9;0,4;linear;10;99,115 ± 0,697
MTCD-BSIF;17x17;6;0,2;rbf;100;99,115 ± 0,596
MTCD-BSIF;17x17;6;0,2;rbf;10;99,115 ± 0,596
MTCD-BSIF;17x17;8;0,2;rbf;1;99,115 ± 0,596
MTCD-BSIF;13x13;9;0,4;linear;1;99,115 ± 0,578
MTCD-BSIF;13x13;10;N/A;rbf;100;99,115 ± 0,948
MTCD-BSIF;13x13;10;N/A;rbf;10;99,115 ± 0,948
MTCD-BSIF;17x17;5;0,4;rbf;10;99,115 ± 0,665
MTCD-BSIF;17x17;5;0,4;rbf;100;99,115 ± 0,665
MTCD-BSIF;15x15;5;N/A;poly;1;99,115 ± 0,518
MTCD-BSIF;13x13;7;N/A;poly;1;99,115 ± 0,681
