Fitur;Ukuran;Bit;PCA;Akurasi;Macro F1-score
MTCD+BSIF;13x13;7;0,8;99,583;99,577
MTCD+BSIF;13x13;7;0,4;99,583;99,577
MTCD+BSIF;13x13;7;0,6;99,583;99,577
MTCD+BSIF;13x13;7;N/A;99,583;99,577
MTCD+BSIF;17x17;6;0,4;99,583;99,577
MTCD+BSIF;17x17;6;N/A;99,583;99,577
MTCD+BSIF;17x17;6;0,8;99,583;99,577
MTCD+BSIF;15x15;6;0,6;99,583;99,577
MTCD+BSIF;15x15;6;0,2;99,583;99,577
MTCD+BSIF;15x15;6;N/A;99,583;99,577
MTCD+BSIF;15x15;6;0,8;99,583;99,577
MTCD+BSIF;15x15;6;0,4;99,583;99,577
MTCD+BSIF;13x13;6;0,6;99,583;99,577
MTCD+BSIF;13x13;6;0,4;99,583;99,577
MTCD+BSIF;13x13;5;0,8;99,583;99,577
MTCD+BSIF;13x13;5;0,6;99,583;99,577
MTCD+BSIF;13x13;5;0,4;99,583;99,577
MTCD+BSIF;13x13;5;N/A;99,583;99,577
MTCD+BSIF;17x17;12;0,2;99,583;99,577
MTCD+BSIF;17x17;11;0,4;99,583;99,577
MTCD+BSIF;15x15;11;0,2;99,583;99,577
MTCD+BSIF;17x17;10;0,4;99,583;99,577
MTCD+BSIF;13x13;8;0,4;99,167;99,153
MTCD+BSIF;15x15;12;0,2;99,167;99,153
MTCD+BSIF;11x11;10;0,6;99,167;99,153
MTCD+BSIF;11x11;10;0,8;99,167;99,153
MTCD+BSIF;11x11;10;N/A;99,167;99,153
MTCD+BSIF;17x17;9;0,4;99,167;99,111
MTCD+BSIF;17x17;9;0,8;99,167;99,111
MTCD+BSIF;17x17;9;N/A;99,167;99,111
MTCD+BSIF;17x17;9;0,6;99,167;99,111
MTCD+BSIF;15x15;8;0,2;99,167;99,111
MTCD+BSIF;17x17;7;0,2;99,167;99,111
MTCD+BSIF;13x13;7;0,2;99,167;99,111
MTCD+BSIF;17x17;6;0,2;99,167;99,111
MTCD+BSIF;15x15;5;0,4;99,167;99,111
MTCD+BSIF;15x15;5;0,2;99,167;99,111
MTCD+BSIF;15x15;5;0,6;99,167;99,111
MTCD+BSIF;15x15;5;N/A;99,167;99,111
MTCD+BSIF;15x15;5;0,8;99,167;99,111
MTCD+BSIF;13x13;5;0,2;99,167;99,111
MTCD+BSIF;17x17;10;0,6;99,167;99,111
MTCD+BSIF;17x17;10;0,8;99,167;99,111
MTCD+BSIF;17x17;10;N/A;99,167;99,111
MTCD+BSIF;15x15;10;0,8;99,167;99,074
MTCD+BSIF;15x15;10;N/A;99,167;99,074
MTCD+BSIF;11x11;10;0,4;98,75;98,767
MTCD+BSIF;9x9;9;0,2;98,75;98,688
MTCD+BSIF;13x13;11;N/A;98,75;98,688
MTCD+BSIF;13x13;11;0,4;98,75;98,688
MTCD+BSIF;13x13;11;0,6;98,75;98,688
MTCD+BSIF;13x13;11;0,8;98,75;98,688
MTCD+BSIF;15x15;10;0,4;98,75;98,688
MTCD+BSIF;15x15;10;0,6;98,75;98,688
MTCD+BSIF;17x17;5;0,8;98,75;98,545
MTCD+BSIF;17x17;5;0,6;98,75;98,545
MTCD+BSIF;17x17;10;0,2;98,75;98,545
MTCD+BSIF;13x13;12;0,4;98,333;98,329
MTCD+BSIF;13x13;12;0,6;98,333;98,329
MTCD+BSIF;13x13;12;N/A;98,333;98,329
MTCD+BSIF;13x13;12;0,8;98,333;98,329
MTCD+BSIF;13x13;6;0,2;98,333;98,307
MTCD+BSIF;9x9;9;0,6;98,333;98,265
MTCD+BSIF;9x9;10;0,4;98,333;98,122
MTCD+BSIF;13x13;8;0,2;97,917;97,921
MTCD+BSIF;11x11;9;0,8;97,917;97,804
MTCD+BSIF;11x11;9;0,6;97,917;97,804
MTCD+BSIF;11x11;9;N/A;97,917;97,804
MTCD+BSIF;17x17;9;0,2;98,333;97,778
MTCD+BSIF;17x17;5;N/A;98,333;97,778
MTCD+BSIF;17x17;5;0,4;98,333;97,778
MTCD+BSIF;9x9;10;0,2;97,917;97,706
MTCD+BSIF;9x9;9;N/A;97,917;97,699
MTCD+BSIF;9x9;9;0,4;97,917;97,699
MTCD+BSIF;9x9;9;0,8;97,917;97,699
MTCD+BSIF;7x7;5;0,6;97,917;97,699
MTCD+BSIF;7x7;5;0,8;97,917;97,699
MTCD+BSIF;7x7;5;N/A;97,917;97,699
MTCD+BSIF;13x13;12;0,2;97,917;97,699
MTCD+BSIF;11x11;11;N/A;97,917;97,699
MTCD+BSIF;11x11;11;0,8;97,917;97,699
MTCD+BSIF;9x9;10;N/A;97,917;97,699
MTCD+BSIF;9x9;10;0,8;97,917;97,699
MTCD+BSIF;9x9;10;0,6;97,917;97,699
MTCD+BSIF;17x17;5;0,2;98,333;97,694
MTCD+BSIF;17x17;11;0,2;97,917;97,657
MTCD+BSIF;11x11;10;0,2;97,5;97,403
MTCD+BSIF;9x9;7;0,8;97,5;97,36
MTCD+BSIF;9x9;7;N/A;97,5;97,36
MTCD+BSIF;9x9;7;0,6;97,5;97,36
MTCD+BSIF;11x11;9;0,4;97,5;97,339
MTCD+BSIF;13x13;11;0,2;97,5;97,282
MTCD+BSIF;11x11;11;0,4;97,5;97,276
MTCD+BSIF;15x15;10;0,2;97,917;97,27
MTCD+BSIF;7x7;5;0,4;97,5;97,233
MTCD+BSIF;11x11;11;0,6;97,5;97,233
MTCD+BSIF;11x11;11;0,2;97,083;96,81
MTCD+BSIF;11x11;5;0,6;97,083;96,746
MTCD+BSIF;11x11;5;N/A;97,083;96,746
MTCD+BSIF;11x11;5;0,8;97,083;96,746
MTCD+BSIF;9x9;12;0,6;97,083;96,508
MTCD+BSIF;9x9;7;0,4;97,083;96,508
MTCD+BSIF;11x11;9;0,2;96,667;96,387
MTCD+BSIF;11x11;5;0,4;96,667;96,28
MTCD+BSIF;11x11;12;0,8;96,667;96,244
MTCD+BSIF;11x11;12;0,4;96,667;96,244
MTCD+BSIF;11x11;12;0,6;96,667;96,244
MTCD+BSIF;11x11;12;N/A;96,667;96,244
MTCD+BSIF;9x9;12;N/A;96,667;96,091
MTCD+BSIF;9x9;12;0,8;96,667;96,091
MTCD+BSIF;11x11;7;0,8;96,667;95,836
MTCD+BSIF;11x11;7;0,4;96,25;95,715
MTCD+BSIF;9x9;12;0,4;96,25;95,668
MTCD+BSIF;9x9;6;0,4;96,25;95,661
MTCD+BSIF;9x9;11;N/A;95,833;95,498
MTCD+BSIF;9x9;11;0,8;95,833;95,498
MTCD+BSIF;11x11;8;0,8;96,25;95,477
MTCD+BSIF;11x11;8;0,4;96,25;95,477
MTCD+BSIF;11x11;8;0,6;96,25;95,477
MTCD+BSIF;11x11;8;N/A;96,25;95,477
MTCD+BSIF;11x11;7;0,2;95,833;95,418
MTCD+BSIF;11x11;7;0,6;96,25;95,413
MTCD+BSIF;11x11;7;N/A;96,25;95,413
MTCD+BSIF;9x9;8;N/A;96,25;95,392
MTCD+BSIF;9x9;8;0,8;96,25;95,392
MTCD+BSIF;11x11;6;0,6;95,833;95,366
MTCD+BSIF;11x11;6;0,8;95,833;95,366
MTCD+BSIF;11x11;6;N/A;95,833;95,366
MTCD+BSIF;11x11;6;0,2;95,833;95,291
MTCD+BSIF;11x11;12;0,2;95,833;95,09
MTCD+BSIF;9x9;8;0,6;95,833;95,053
MTCD+BSIF;9x9;11;0,6;95,417;95,032
MTCD+BSIF;11x11;6;0,4;95,417;95,026
MTCD+BSIF;9x9;6;N/A;95,833;94,989
MTCD+BSIF;9x9;6;0,6;95,833;94,989
MTCD+BSIF;9x9;6;0,8;95,833;94,989
MTCD+BSIF;9x9;7;0,2;95,417;94,909
MTCD+BSIF;9x9;5;0,8;95,417;94,73
MTCD+BSIF;9x9;5;N/A;95,417;94,73
MTCD+BSIF;7x7;5;0,2;95,833;94,709
MTCD+BSIF;9x9;8;0,4;95,417;94,588
MTCD+BSIF;7x7;6;N/A;95,833;94,582
MTCD+BSIF;7x7;6;0,6;95,833;94,582
MTCD+BSIF;7x7;6;0,8;95,833;94,582
MTCD+BSIF;5x5;8;0,2;95,833;94,556
MTCD+BSIF;5x5;8;N/A;95,833;94,556
MTCD+BSIF;5x5;8;0,4;95,833;94,556
MTCD+BSIF;5x5;8;0,8;95,833;94,556
MTCD+BSIF;5x5;8;0,6;95,833;94,556
MTCD+BSIF;9x9;11;0,4;95;94,53
MTCD+BSIF;11x11;5;0,2;95,417;94,44
MTCD+BSIF;9x9;8;0,2;95;94,169
MTCD+BSIF;7x7;7;0,6;94,583;94,156
MTCD+BSIF;7x7;7;0,4;94,583;94,156
MTCD+BSIF;7x7;7;0,8;94,583;94,156
MTCD+BSIF;7x7;7;N/A;94,583;94,156
MTCD+BSIF;9x9;5;0,6;95;94,138
MTCD+BSIF;9x9;5;0,4;95;94,138
MTCD+BSIF;7x7;6;0,4;95,417;94,101
MTCD+BSIF;9x9;12;0,2;94,583;93,906
MTCD+BSIF;9x9;6;0,2;94,583;93,905
MTCD+BSIF;7x7;9;0,6;94,583;93,901
MTCD+BSIF;9x9;11;0,2;94,583;93,848
MTCD+BSIF;5x5;5;0,8;95;93,773
MTCD+BSIF;5x5;5;N/A;95;93,773
MTCD+BSIF;7x7;9;0,4;94,167;93,371
MTCD+BSIF;5x5;5;0,4;94,583;93,27
MTCD+BSIF;9x9;5;0,2;94,167;93,106
MTCD+BSIF;5x5;6;0,8;94,167;92,999
MTCD+BSIF;5x5;6;N/A;94,167;92,999
MTCD+BSIF;5x5;6;0,4;94,167;92,999
MTCD+BSIF;5x5;6;0,6;94,167;92,999
MTCD+BSIF;5x5;5;0,6;94,167;92,869
MTCD+BSIF;7x7;9;0,8;93,75;92,843
MTCD+BSIF;7x7;9;N/A;93,75;92,843
MTCD+BSIF;5x5;5;0,2;94,167;92,805
MTCD+BSIF;7x7;12;0,4;94,167;92,767
MTCD+BSIF;7x7;12;0,6;93,75;92,408
MTCD+BSIF;7x7;12;N/A;93,75;92,408
MTCD+BSIF;7x7;12;0,8;93,75;92,408
MTCD+BSIF;7x7;8;N/A;92,917;92,313
MTCD+BSIF;7x7;8;0,8;92,917;92,313
MTCD+BSIF;5x5;9;N/A;94,167;92,296
MTCD+BSIF;5x5;9;0,6;94,167;92,296
MTCD+BSIF;5x5;9;0,8;94,167;92,296
MTCD+BSIF;5x5;9;0,4;94,167;92,296
MTCD+BSIF;5x5;6;0,2;93,75;92,259
MTCD+BSIF;7x7;7;0,2;93,333;91,975
MTCD+BSIF;5x5;9;0,2;93,75;91,873
MTCD+BSIF;7x7;12;0,2;93,333;91,868
MTCD+BSIF;5x5;7;0,2;92,917;91,736
MTCD+BSIF;11x11;8;0,2;93,333;91,725
MTCD+BSIF;5x5;7;0,8;92,917;91,721
MTCD+BSIF;5x5;7;0,4;92,917;91,721
MTCD+BSIF;5x5;7;0,6;92,917;91,721
MTCD+BSIF;5x5;7;N/A;92,917;91,721
MTCD+BSIF;5x5;10;0,6;93,333;91,613
MTCD+BSIF;5x5;10;N/A;92,917;91,111
MTCD+BSIF;5x5;10;0,4;92,917;91,111
MTCD+BSIF;5x5;10;0,8;92,917;91,111
MTCD+BSIF;5x5;11;0,2;92,917;90,881
MTCD+BSIF;7x7;6;0,2;92,5;90,871
MTCD+BSIF;3x3;5;0,4;92,5;90,673
MTCD+BSIF;3x3;5;N/A;92,5;90,673
MTCD+BSIF;3x3;5;0,8;92,5;90,673
MTCD+BSIF;3x3;5;0,6;92,5;90,673
MTCD+BSIF;7x7;8;0,6;91,667;90,567
MTCD+BSIF;7x7;10;0,8;92,083;90,529
MTCD+BSIF;7x7;10;N/A;92,083;90,529
MTCD+BSIF;7x7;11;0,4;91,667;90,207
MTCD+BSIF;7x7;8;0,4;91,25;90,207
MTCD+BSIF;7x7;11;N/A;91,667;90,16
MTCD+BSIF;7x7;11;0,6;91,667;90,16
MTCD+BSIF;7x7;11;0,8;91,667;90,16
MTCD+BSIF;7x7;9;0,2;91,25;90,012
MTCD+BSIF;3x3;5;0,2;92,083;89,99
MTCD+BSIF;7x7;10;0,4;91,667;89,937
MTCD+BSIF;3x3;6;N/A;91,667;89,847
MTCD+BSIF;3x3;6;0,8;91,667;89,847
MTCD+BSIF;3x3;6;0,6;91,667;89,847
MTCD+BSIF;5x5;11;N/A;92,083;89,741
MTCD+BSIF;5x5;11;0,4;92,083;89,741
MTCD+BSIF;5x5;11;0,6;92,083;89,741
MTCD+BSIF;5x5;11;0,8;92,083;89,741
MTCD+BSIF;7x7;11;0,2;90,833;89,605
MTCD+BSIF;5x5;10;0,2;91,25;89,587
MTCD+BSIF;7x7;10;0,6;91,25;89,159
MTCD+BSIF;7x7;8;0,2;90,417;89,055
MTCD+BSIF;5x5;12;N/A;91,25;88,93
MTCD+BSIF;5x5;12;0,6;91,25;88,93
MTCD+BSIF;3x3;6;0,4;90,833;88,914
MTCD+BSIF;5x5;12;0,8;90,833;88,507
MTCD+BSIF;5x5;12;0,4;90,833;88,423
MTCD+BSIF;3x3;6;0,2;90;88,292
MTCD+BSIF;7x7;10;0,2;90;87,927
MTCD+BSIF;5x5;12;0,2;90;87,344
MTCD+BSIF;3x3;8;N/A;82,083;78,785
MTCD+BSIF;3x3;8;0,6;82,083;78,785
MTCD+BSIF;3x3;8;0,8;82,083;78,785
MTCD+BSIF;3x3;8;0,4;81,667;78,283
MTCD+BSIF;3x3;8;0,2;81,667;78,005
MTCD+BSIF;3x3;7;0,2;80,833;76,523
MTCD+BSIF;3x3;7;0,8;80,833;76,192
MTCD+BSIF;3x3;7;N/A;80,833;76,192
MTCD+BSIF;3x3;7;0,6;80,417;75,875
MTCD+BSIF;3x3;7;0,4;80,417;75,875
